profile;montage;sides;apv;profile_category;Antal m� fireboard pr. m profil;Antal bj�lkeprofiler/PDP pr. m profil;Antal vinkelprofil pr. m profil;Antal skruer pr. m profil;Antal klammer pr. m profil
100x50x3 mm;Bjælkeprofil eller PDP profil;2;215;Rektangulære rør koldvalsede;0,2450;1;2;32;
100x50x3 mm;Bjælkeprofil eller PDP profil;3;369;Rektangulære rør koldvalsede;0,3950;2;2;48;
100x50x3 mm;Bjælkeprofil eller PDP profil;4;500;Rektangulære rør koldvalsede;0,5900;4;0;64;
100x50x4 mm;Klammeløsning;1;290;Rektangulære rør koldvalsede;0,1680;;2;16;16
100x50x4 mm;Klammeløsning;2;138;Rektangulære rør koldvalsede;0,1950;;2;16;8
100x50x4 mm;Klammeløsning;3;230;Rektangulære rør koldvalsede;0,2950;;2;16;16
100x50x4 mm;Klammeløsning;4;276;Rektangulære rør koldvalsede;0,3900;;0;0;32
100x50x4 mm;Bjælkeprofil eller PDP profil;1;540;Rektangulære rør koldvalsede;0,2680;2;2;48;
100x50x4 mm;Bjælkeprofil eller PDP profil;2;166;Rektangulære rør koldvalsede;0,2450;1;2;32;
100x50x4 mm;Bjælkeprofil eller PDP profil;3;285;Rektangulære rør koldvalsede;0,3950;2;2;48;
100x50x4 mm;Bjælkeprofil eller PDP profil;4;386;Rektangulære rør koldvalsede;0,5900;4;0;64;
100x50x5 mm;Klammeløsning;1;240;Rektangulære rør koldvalsede;0,1700;;2;16;16
100x50x5 mm;Klammeløsning;2;112;Rektangulære rør koldvalsede;0,1950;;2;16;8
100x50x5 mm;Klammeløsning;3;187;Rektangulære rør koldvalsede;0,2950;;2;16;16
100x50x5 mm;Klammeløsning;4;224;Rektangulære rør koldvalsede;0,3900;;0;0;32
100x50x5 mm;Bjælkeprofil eller PDP profil;1;440;Rektangulære rør koldvalsede;0,2700;2;2;48;
100x50x5 mm;Bjælkeprofil eller PDP profil;2;135;Rektangulære rør koldvalsede;0,2450;1;2;32;
100x50x5 mm;Bjælkeprofil eller PDP profil;3;232;Rektangulære rør koldvalsede;0,3950;2;2;48;
100x50x5 mm;Bjælkeprofil eller PDP profil;4;314;Rektangulære rør koldvalsede;0,5900;4;0;64;
100x50x6 mm;Klammeløsning;1;207;Rektangulære rør koldvalsede;0,1720;;2;16;16
100x50x6 mm;Klammeløsning;2;97;Rektangulære rør koldvalsede;0,1950;;2;16;8
100x50x6 mm;Klammeløsning;3;161;Rektangulære rør koldvalsede;0,2950;;2;16;16
100x50x6 mm;Klammeløsning;4;193;Rektangulære rør koldvalsede;0,3900;;0;0;32
100x50x6 mm;Bjælkeprofil eller PDP profil;1;374;Rektangulære rør koldvalsede;0,2720;2;2;48;
100x50x6 mm;Bjælkeprofil eller PDP profil;2;116;Rektangulære rør koldvalsede;0,2450;1;2;32;
100x50x6 mm;Bjælkeprofil eller PDP profil;3;199;Rektangulære rør koldvalsede;0,3950;2;2;48;
100x50x6 mm;Bjælkeprofil eller PDP profil;4;270;Rektangulære rør koldvalsede;0,5900;4;0;64;
100x60x3 mm;Klammeløsning;1;367;Rektangulære rør koldvalsede;0,1760;;2;16;16
100x60x3 mm;Klammeløsning;2;178;Rektangulære rør koldvalsede;0,2050;;2;16;8
100x60x3 mm;Klammeløsning;3;289;Rektangulære rør koldvalsede;0,3050;;2;16;16
100x60x3 mm;Klammeløsning;4;356;Rektangulære rør koldvalsede;0,4100;;0;0;32
100x60x3 mm;Bjælkeprofil eller PDP profil;1;645;Rektangulære rør koldvalsede;0,2760;2;2;48;
100x60x3 mm;Bjælkeprofil eller PDP profil;2;211;Rektangulære rør koldvalsede;0,2550;1;2;32;
100x60x3 mm;Bjælkeprofil eller PDP profil;3;356;Rektangulære rør koldvalsede;0,4050;2;2;48;
100x60x3 mm;Bjælkeprofil eller PDP profil;4;489;Rektangulære rør koldvalsede;0,6100;4;0;64;
100x60x4 mm;Klammeløsning;1;284;Rektangulære rør koldvalsede;0,1780;;2;16;16
100x60x4 mm;Klammeløsning;2;137;Rektangulære rør koldvalsede;0,2050;;2;16;8
100x60x4 mm;Klammeløsning;3;223;Rektangulære rør koldvalsede;0,3050;;2;16;16
100x60x4 mm;Klammeløsning;4;274;Rektangulære rør koldvalsede;0,4100;;0;0;32
100x60x4 mm;Bjælkeprofil eller PDP profil;1;492;Rektangulære rør koldvalsede;0,2780;2;2;48;
100x60x4 mm;Bjælkeprofil eller PDP profil;2;163;Rektangulære rør koldvalsede;0,2550;1;2;32;
100x60x4 mm;Bjælkeprofil eller PDP profil;3;274;Rektangulære rør koldvalsede;0,4050;2;2;48;
100x60x4 mm;Bjælkeprofil eller PDP profil;4;377;Rektangulære rør koldvalsede;0,6100;4;0;64;
100x60x5 mm;Klammeløsning;1;234;Rektangulære rør koldvalsede;0,1800;;2;16;16
100x60x5 mm;Klammeløsning;2;112;Rektangulære rør koldvalsede;0,2050;;2;16;8
100x60x5 mm;Klammeløsning;3;181;Rektangulære rør koldvalsede;0,3050;;2;16;16
100x60x5 mm;Klammeløsning;4;223;Rektangulære rør koldvalsede;0,4100;;0;0;32
100x60x5 mm;Bjælkeprofil eller PDP profil;1;400;Rektangulære rør koldvalsede;0,2800;2;2;48;
100x60x5 mm;Bjælkeprofil eller PDP profil;2;132;Rektangulære rør koldvalsede;0,2550;1;2;32;
100x60x5 mm;Bjælkeprofil eller PDP profil;3;223;Rektangulære rør koldvalsede;0,4050;2;2;48;
100x60x5 mm;Bjælkeprofil eller PDP profil;4;306;Rektangulære rør koldvalsede;0,6100;4;0;64;
100x60x6 mm;Klammeløsning;1;200;Rektangulære rør koldvalsede;0,1820;;2;16;16
100x60x6 mm;Klammeløsning;2;96;Rektangulære rør koldvalsede;0,2050;;2;16;8
100x60x6 mm;Klammeløsning;3;155;Rektangulære rør koldvalsede;0,3050;;2;16;16
100x60x6 mm;Klammeløsning;4;191;Rektangulære rør koldvalsede;0,4100;;0;0;32
100x60x6 mm;Bjælkeprofil eller PDP profil;1;339;Rektangulære rør koldvalsede;0,2820;2;2;48;
100x60x6 mm;Bjælkeprofil eller PDP profil;2;114;Rektangulære rør koldvalsede;0,2550;1;2;32;
100x60x6 mm;Bjælkeprofil eller PDP profil;3;191;Rektangulære rør koldvalsede;0,4050;2;2;48;
100x60x6 mm;Bjælkeprofil eller PDP profil;4;262;Rektangulære rør koldvalsede;0,6100;4;0;64;
100x80x4 mm;Klammeløsning;1;275;Rektangulære rør koldvalsede;0,1980;;2;16;16
100x80x4 mm;Klammeløsning;2;136;Rektangulære rør koldvalsede;0,2250;;2;16;8
100x80x4 mm;Klammeløsning;3;211;Rektangulære rør koldvalsede;0,3250;;2;16;16
100x80x4 mm;Klammeløsning;4;271;Rektangulære rør koldvalsede;0,4500;;0;0;32
100x80x4 mm;Bjælkeprofil eller PDP profil;1;432;Rektangulære rør koldvalsede;0,2980;2;2;48;
100x80x4 mm;Bjælkeprofil eller PDP profil;2;158;Rektangulære rør koldvalsede;0,2750;1;2;32;
100x80x4 mm;Bjælkeprofil eller PDP profil;3;256;Rektangulære rør koldvalsede;0,4250;2;2;48;
100x80x4 mm;Bjælkeprofil eller PDP profil;4;361;Rektangulære rør koldvalsede;0,6500;4;0;64;
100x80x5 mm;Klammeløsning;1;225;Rektangulære rør koldvalsede;0,2000;;2;16;16
100x80x5 mm;Klammeløsning;2;110;Rektangulære rør koldvalsede;0,2250;;2;16;8
100x80x5 mm;Klammeløsning;3;171;Rektangulære rør koldvalsede;0,3250;;2;16;16
100x80x5 mm;Klammeløsning;4;220;Rektangulære rør koldvalsede;0,4500;;0;0;32
100x80x5 mm;Bjælkeprofil eller PDP profil;1;350;Rektangulære rør koldvalsede;0,3000;2;2;48;
100x80x5 mm;Bjælkeprofil eller PDP profil;2;129;Rektangulære rør koldvalsede;0,2750;1;2;32;
100x80x5 mm;Bjælkeprofil eller PDP profil;3;208;Rektangulære rør koldvalsede;0,4250;2;2;48;
100x80x5 mm;Bjælkeprofil eller PDP profil;4;293;Rektangulære rør koldvalsede;0,6500;4;0;64;
120x60x4 mm;Klammeløsning;1;284;Rektangulære rør koldvalsede;0,1780;;2;16;16
120x60x4 mm;Klammeløsning;2;136;Rektangulære rør koldvalsede;0,2250;;2;16;8
120x60x4 mm;Klammeløsning;3;226;Rektangulære rør koldvalsede;0,3450;;2;16;16
120x60x4 mm;Klammeløsning;4;271;Rektangulære rør koldvalsede;0,4500;;0;0;32
120x60x4 mm;Bjælkeprofil eller PDP profil;1;492;Rektangulære rør koldvalsede;0,2780;2;2;48;
120x60x4 mm;Bjælkeprofil eller PDP profil;2;158;Rektangulære rør koldvalsede;0,2750;1;2;32;
120x60x4 mm;Bjælkeprofil eller PDP profil;3;271;Rektangulære rør koldvalsede;0,4450;2;2;48;
120x60x4 mm;Bjælkeprofil eller PDP profil;4;361;Rektangulære rør koldvalsede;0,6500;4;0;64;
120x60x5 mm;Klammeløsning;1;234;Rektangulære rør koldvalsede;0,1800;;2;16;16
120x60x5 mm;Klammeløsning;2;110;Rektangulære rør koldvalsede;0,2250;;2;16;8
120x60x5 mm;Klammeløsning;3;183;Rektangulære rør koldvalsede;0,3450;;2;16;16
120x60x5 mm;Klammeløsning;4;220;Rektangulære rør koldvalsede;0,4500;;0;0;32
120x60x5 mm;Bjælkeprofil eller PDP profil;1;400;Rektangulære rør koldvalsede;0,2800;2;2;48;
120x60x5 mm;Bjælkeprofil eller PDP profil;2;129;Rektangulære rør koldvalsede;0,2750;1;2;32;
120x60x5 mm;Bjælkeprofil eller PDP profil;3;220;Rektangulære rør koldvalsede;0,4450;2;2;48;
120x60x5 mm;Bjælkeprofil eller PDP profil;4;293;Rektangulære rør koldvalsede;0,6500;4;0;64;
120x60x6 mm;Klammeløsning;1;200;Rektangulære rør koldvalsede;0,1820;;2;16;16
120x60x6 mm;Klammeløsning;2;94;Rektangulære rør koldvalsede;0,2250;;2;16;8
120x60x6 mm;Klammeløsning;3;157;Rektangulære rør koldvalsede;0,3450;;2;16;16
120x60x6 mm;Klammeløsning;4;188;Rektangulære rør koldvalsede;0,4500;;0;0;32
120x60x6 mm;Bjælkeprofil eller PDP profil;1;339;Rektangulære rør koldvalsede;0,2820;2;2;48;
120x60x6 mm;Bjælkeprofil eller PDP profil;2;110;Rektangulære rør koldvalsede;0,2750;1;2;32;
120x60x6 mm;Bjælkeprofil eller PDP profil;3;188;Rektangulære rør koldvalsede;0,4450;2;2;48;
120x60x6 mm;Bjælkeprofil eller PDP profil;4;250;Rektangulære rør koldvalsede;0,6500;4;0;64;
120x80x4 mm;Klammeløsning;1;275;Rektangulære rør koldvalsede;0,1980;;2;16;16
120x80x4 mm;Klammeløsning;2;135;Rektangulære rør koldvalsede;0,2450;;2;16;8
120x80x4 mm;Klammeløsning;3;215;Rektangulære rør koldvalsede;0,3650;;2;16;16
120x80x4 mm;Klammeløsning;4;269;Rektangulære rør koldvalsede;0,4900;;0;0;32
120x80x4 mm;Bjælkeprofil eller PDP profil;1;432;Rektangulære rør koldvalsede;0,2980;2;2;48;
120x80x4 mm;Bjælkeprofil eller PDP profil;2;155;Rektangulære rør koldvalsede;0,2950;1;2;32;
120x80x4 mm;Bjælkeprofil eller PDP profil;3;256;Rektangulære rør koldvalsede;0,4650;2;2;48;
120x80x4 mm;Bjælkeprofil eller PDP profil;4;349;Rektangulære rør koldvalsede;0,6900;4;0;64;
120x80x5 mm;Klammeløsning;1;225;Rektangulære rør koldvalsede;0,2000;;2;16;16
120x80x5 mm;Klammeløsning;2;109;Rektangulære rør koldvalsede;0,2450;;2;16;8
120x80x5 mm;Klammeløsning;3;174;Rektangulære rør koldvalsede;0,3650;;2;16;16
120x80x5 mm;Klammeløsning;4;218;Rektangulære rør koldvalsede;0,4900;;0;0;32
120x80x5 mm;Bjælkeprofil eller PDP profil;1;350;Rektangulære rør koldvalsede;0,3000;2;2;48;
120x80x5 mm;Bjælkeprofil eller PDP profil;2;125;Rektangulære rør koldvalsede;0,2950;1;2;32;
120x80x5 mm;Bjælkeprofil eller PDP profil;3;207;Rektangulære rør koldvalsede;0,4650;2;2;48;
120x80x5 mm;Bjælkeprofil eller PDP profil;4;283;Rektangulære rør koldvalsede;0,6900;4;0;64;
120x80x6 mm;Klammeløsning;1;192;Rektangulære rør koldvalsede;0,2020;;2;16;16
120x80x6 mm;Klammeløsning;2;93;Rektangulære rør koldvalsede;0,2450;;2;16;8
120x80x6 mm;Klammeløsning;3;149;Rektangulære rør koldvalsede;0,3650;;2;16;16
120x80x6 mm;Klammeløsning;4;186;Rektangulære rør koldvalsede;0,4900;;0;0;32
120x80x6 mm;Bjælkeprofil eller PDP profil;1;296;Rektangulære rør koldvalsede;0,3020;2;2;48;
120x80x6 mm;Bjælkeprofil eller PDP profil;2;107;Rektangulære rør koldvalsede;0,2950;1;2;32;
120x80x6 mm;Bjælkeprofil eller PDP profil;3;176;Rektangulære rør koldvalsede;0,4650;2;2;48;
120x80x6 mm;Bjælkeprofil eller PDP profil;4;241;Rektangulære rør koldvalsede;0,6900;4;0;64;
120x80x8 mm;Klammeløsning;1;150;Rektangulære rør koldvalsede;0,2060;;2;16;16
120x80x8 mm;Klammeløsning;2;74;Rektangulære rør koldvalsede;0,2450;;2;16;8
120x80x8 mm;Klammeløsning;3;118;Rektangulære rør koldvalsede;0,3650;;2;16;16
120x80x8 mm;Klammeløsning;4;148;Rektangulære rør koldvalsede;0,4900;;0;0;32
120x80x8 mm;Bjælkeprofil eller PDP profil;1;229;Rektangulære rør koldvalsede;0,3060;2;2;48;
120x80x8 mm;Bjælkeprofil eller PDP profil;2;85;Rektangulære rør koldvalsede;0,2950;1;2;32;
120x80x8 mm;Bjælkeprofil eller PDP profil;3;140;Rektangulære rør koldvalsede;0,4650;2;2;48;
120x80x8 mm;Bjælkeprofil eller PDP profil;4;192;Rektangulære rør koldvalsede;0,6900;4;0;64;
140x80x4 mm;Klammeløsning;1;275;Rektangulære rør koldvalsede;0,1980;;2;16;16
140x80x4 mm;Klammeløsning;2;134;Rektangulære rør koldvalsede;0,2650;;2;16;8
140x80x4 mm;Klammeløsning;3;219;Rektangulære rør koldvalsede;0,4050;;2;16;16
140x80x4 mm;Klammeløsning;4;267;Rektangulære rør koldvalsede;0,5300;;0;0;32
140x80x4 mm;Bjælkeprofil eller PDP profil;1;432;Rektangulære rør koldvalsede;0,2980;2;2;48;
140x80x4 mm;Bjælkeprofil eller PDP profil;2;152;Rektangulære rør koldvalsede;0,3150;1;2;32;
140x80x4 mm;Bjælkeprofil eller PDP profil;3;255;Rektangulære rør koldvalsede;0,5050;2;2;48;
140x80x4 mm;Bjælkeprofil eller PDP profil;4;340;Rektangulære rør koldvalsede;0,7300;4;0;64;
140x80x5 mm;Klammeløsning;1;225;Rektangulære rør koldvalsede;0,2000;;2;16;16
140x80x5 mm;Klammeløsning;2;108;Rektangulære rør koldvalsede;0,2650;;2;16;8
140x80x5 mm;Klammeløsning;3;177;Rektangulære rør koldvalsede;0,4050;;2;16;16
140x80x5 mm;Klammeløsning;4;216;Rektangulære rør koldvalsede;0,5300;;0;0;32
140x80x5 mm;Bjælkeprofil eller PDP profil;1;350;Rektangulære rør koldvalsede;0,3000;2;2;48;
140x80x5 mm;Bjælkeprofil eller PDP profil;2;123;Rektangulære rør koldvalsede;0,3150;1;2;32;
140x80x5 mm;Bjælkeprofil eller PDP profil;3;206;Rektangulære rør koldvalsede;0,5050;2;2;48;
140x80x5 mm;Bjælkeprofil eller PDP profil;4;275;Rektangulære rør koldvalsede;0,7300;4;0;64;
140x80x6 mm;Klammeløsning;1;192;Rektangulære rør koldvalsede;0,2020;;2;16;16
140x80x6 mm;Klammeløsning;2;92;Rektangulære rør koldvalsede;0,2650;;2;16;8
140x80x6 mm;Klammeløsning;3;150;Rektangulære rør koldvalsede;0,4050;;2;16;16
140x80x6 mm;Klammeløsning;4;184;Rektangulære rør koldvalsede;0,5300;;0;0;32
140x80x6 mm;Bjælkeprofil eller PDP profil;1;296;Rektangulære rør koldvalsede;0,3020;2;2;48;
140x80x6 mm;Bjælkeprofil eller PDP profil;2;105;Rektangulære rør koldvalsede;0,3150;1;2;32;
140x80x6 mm;Bjælkeprofil eller PDP profil;3;175;Rektangulære rør koldvalsede;0,5050;2;2;48;
140x80x6 mm;Bjælkeprofil eller PDP profil;4;234;Rektangulære rør koldvalsede;0,7300;4;0;64;
150x100x5 mm;Klammeløsning;1;220;Rektangulære rør koldvalsede;0,2200;;2;16;16
150x100x5 mm;Klammeløsning;2;107;Rektangulære rør koldvalsede;0,2950;;2;16;8
150x100x5 mm;Klammeløsning;3;171;Rektangulære rør koldvalsede;0,4450;;2;16;16
150x100x5 mm;Klammeløsning;4;214;Rektangulære rør koldvalsede;0,5900;;0;0;32
150x100x5 mm;Bjælkeprofil eller PDP profil;1;320;Rektangulære rør koldvalsede;0,3200;2;2;48;
150x100x5 mm;Bjælkeprofil eller PDP profil;2;120;Rektangulære rør koldvalsede;0,3450;1;2;32;
150x100x5 mm;Bjælkeprofil eller PDP profil;3;197;Rektangulære rør koldvalsede;0,5450;2;2;48;
150x100x5 mm;Bjælkeprofil eller PDP profil;4;265;Rektangulære rør koldvalsede;0,7900;4;0;64;
150x100x6 mm;Klammeløsning;1;187;Rektangulære rør koldvalsede;0,2220;;2;16;16
150x100x6 mm;Klammeløsning;2;91;Rektangulære rør koldvalsede;0,2950;;2;16;8
150x100x6 mm;Klammeløsning;3;145;Rektangulære rør koldvalsede;0,4450;;2;16;16
150x100x6 mm;Klammeløsning;4;182;Rektangulære rør koldvalsede;0,5900;;0;0;32
150x100x6 mm;Bjælkeprofil eller PDP profil;1;270;Rektangulære rør koldvalsede;0,3220;2;2;48;
150x100x6 mm;Bjælkeprofil eller PDP profil;2;102;Rektangulære rør koldvalsede;0,3450;1;2;32;
150x100x6 mm;Bjælkeprofil eller PDP profil;3;167;Rektangulære rør koldvalsede;0,5450;2;2;48;
150x100x6 mm;Bjælkeprofil eller PDP profil;4;225;Rektangulære rør koldvalsede;0,7900;4;0;64;
150x100x8 mm;Klammeløsning;1;145;Rektangulære rør koldvalsede;0,2260;;2;16;16
150x100x8 mm;Klammeløsning;2;72;Rektangulære rør koldvalsede;0,2950;;2;16;8
150x100x8 mm;Klammeløsning;3;114;Rektangulære rør koldvalsede;0,4450;;2;16;16
150x100x8 mm;Klammeløsning;4;143;Rektangulære rør koldvalsede;0,5900;;0;0;32
150x100x8 mm;Bjælkeprofil eller PDP profil;1;208;Rektangulære rør koldvalsede;0,3260;2;2;48;
150x100x8 mm;Bjælkeprofil eller PDP profil;2;80;Rektangulære rør koldvalsede;0,3450;1;2;32;
150x100x8 mm;Bjælkeprofil eller PDP profil;3;131;Rektangulære rør koldvalsede;0,5450;2;2;48;
150x100x8 mm;Bjælkeprofil eller PDP profil;4;177;Rektangulære rør koldvalsede;0,7900;4;0;64;
150x100x10 mm;Klammeløsning;1;120;Rektangulære rør koldvalsede;0,2300;;2;16;16
150x100x10 mm;Klammeløsning;2;59;Rektangulære rør koldvalsede;0,2950;;2;16;8
150x100x10 mm;Klammeløsning;3;94;Rektangulære rør koldvalsede;0,4450;;2;16;16
150x100x10 mm;Klammeløsning;4;118;Rektangulære rør koldvalsede;0,5900;;0;0;32
150x100x10 mm;Bjælkeprofil eller PDP profil;1;170;Rektangulære rør koldvalsede;0,3300;2;2;48;
150x100x10 mm;Bjælkeprofil eller PDP profil;2;66;Rektangulære rør koldvalsede;0,3450;1;2;32;
150x100x10 mm;Bjælkeprofil eller PDP profil;3;108;Rektangulære rør koldvalsede;0,5450;2;2;48;
150x100x10 mm;Bjælkeprofil eller PDP profil;4;146;Rektangulære rør koldvalsede;0,7900;4;0;64;
160x80x5 mm;Klammeløsning;1;225;Rektangulære rør koldvalsede;0,2000;;2;16;16
160x80x5 mm;Klammeløsning;2;108;Rektangulære rør koldvalsede;0,2850;;2;16;8
160x80x5 mm;Klammeløsning;3;179;Rektangulære rør koldvalsede;0,4450;;2;16;16
160x80x5 mm;Klammeløsning;4;215;Rektangulære rør koldvalsede;0,5700;;0;0;32
160x80x5 mm;Bjælkeprofil eller PDP profil;1;350;Rektangulære rør koldvalsede;0,3000;2;2;48;
160x80x5 mm;Bjælkeprofil eller PDP profil;2;121;Rektangulære rør koldvalsede;0,3350;1;2;32;
160x80x5 mm;Bjælkeprofil eller PDP profil;3;206;Rektangulære rør koldvalsede;0,5450;2;2;48;
160x80x5 mm;Bjælkeprofil eller PDP profil;4;268;Rektangulære rør koldvalsede;0,7700;4;0;64;
160x80x6 mm;Klammeløsning;1;192;Rektangulære rør koldvalsede;0,2020;;2;16;16
160x80x6 mm;Klammeløsning;2;91;Rektangulære rør koldvalsede;0,2850;;2;16;8
160x80x6 mm;Klammeløsning;3;152;Rektangulære rør koldvalsede;0,4450;;2;16;16
160x80x6 mm;Klammeløsning;4;182;Rektangulære rør koldvalsede;0,5700;;0;0;32
160x80x6 mm;Bjælkeprofil eller PDP profil;1;296;Rektangulære rør koldvalsede;0,3020;2;2;48;
160x80x6 mm;Bjælkeprofil eller PDP profil;2;103;Rektangulære rør koldvalsede;0,3350;1;2;32;
160x80x6 mm;Bjælkeprofil eller PDP profil;3;175;Rektangulære rør koldvalsede;0,5450;2;2;48;
160x80x6 mm;Bjælkeprofil eller PDP profil;4;228;Rektangulære rør koldvalsede;0,7700;4;0;64;
160x80x8 mm;Klammeløsning;1;150;Rektangulære rør koldvalsede;0,2060;;2;16;16
160x80x8 mm;Klammeløsning;2;72;Rektangulære rør koldvalsede;0,2850;;2;16;8
160x80x8 mm;Klammeløsning;3;120;Rektangulære rør koldvalsede;0,4450;;2;16;16
160x80x8 mm;Klammeløsning;4;143;Rektangulære rør koldvalsede;0,5700;;0;0;32
160x80x8 mm;Bjælkeprofil eller PDP profil;1;229;Rektangulære rør koldvalsede;0,3060;2;2;48;
160x80x8 mm;Bjælkeprofil eller PDP profil;2;81;Rektangulære rør koldvalsede;0,3350;1;2;32;
160x80x8 mm;Bjælkeprofil eller PDP profil;3;137;Rektangulære rør koldvalsede;0,5450;2;2;48;
160x80x8 mm;Bjælkeprofil eller PDP profil;4;179;Rektangulære rør koldvalsede;0,7700;4;0;64;
180x100x5 mm;Klammeløsning;1;220;Rektangulære rør koldvalsede;0,2200;;2;16;16
180x100x5 mm;Klammeløsning;2;107;Rektangulære rør koldvalsede;0,3250;;2;16;8
180x100x5 mm;Klammeløsning;3;175;Rektangulære rør koldvalsede;0,5050;;2;16;16
180x100x5 mm;Klammeløsning;4;213;Rektangulære rør koldvalsede;0,6500;;0;0;32
180x100x5 mm;Bjælkeprofil eller PDP profil;1;320;Rektangulære rør koldvalsede;0,3200;2;2;48;
180x100x5 mm;Bjælkeprofil eller PDP profil;2;118;Rektangulære rør koldvalsede;0,3750;1;2;32;
180x100x5 mm;Bjælkeprofil eller PDP profil;3;197;Rektangulære rør koldvalsede;0,6050;2;2;48;
180x100x5 mm;Bjælkeprofil eller PDP profil;4;258;Rektangulære rør koldvalsede;0,8500;4;0;64;
180x100x6 mm;Klammeløsning;1;187;Rektangulære rør koldvalsede;0,2220;;2;16;16
180x100x6 mm;Klammeløsning;2;90;Rektangulære rør koldvalsede;0,3250;;2;16;8
180x100x6 mm;Klammeløsning;3;148;Rektangulære rør koldvalsede;0,5050;;2;16;16
180x100x6 mm;Klammeløsning;4;180;Rektangulære rør koldvalsede;0,6500;;0;0;32
180x100x6 mm;Bjælkeprofil eller PDP profil;1;270;Rektangulære rør koldvalsede;0,3220;2;2;48;
180x100x6 mm;Bjælkeprofil eller PDP profil;2;100;Rektangulære rør koldvalsede;0,3750;1;2;32;
180x100x6 mm;Bjælkeprofil eller PDP profil;3;167;Rektangulære rør koldvalsede;0,6050;2;2;48;
180x100x6 mm;Bjælkeprofil eller PDP profil;4;218;Rektangulære rør koldvalsede;0,8500;4;0;64;
180x100x8 mm;Klammeløsning;1;145;Rektangulære rør koldvalsede;0,2260;;2;16;16
180x100x8 mm;Klammeløsning;2;70;Rektangulære rør koldvalsede;0,3250;;2;16;8
180x100x8 mm;Klammeløsning;3;115;Rektangulære rør koldvalsede;0,5050;;2;16;16
180x100x8 mm;Klammeløsning;4;140;Rektangulære rør koldvalsede;0,6500;;0;0;32
180x100x8 mm;Bjælkeprofil eller PDP profil;1;208;Rektangulære rør koldvalsede;0,3260;2;2;48;
180x100x8 mm;Bjælkeprofil eller PDP profil;2;78;Rektangulære rør koldvalsede;0,3750;1;2;32;
180x100x8 mm;Bjælkeprofil eller PDP profil;3;130;Rektangulære rør koldvalsede;0,6050;2;2;48;
180x100x8 mm;Bjælkeprofil eller PDP profil;4;170;Rektangulære rør koldvalsede;0,8500;4;0;64;
200x100x5 mm;Klammeløsning;1;220;Rektangulære rør koldvalsede;0,2200;;2;16;16
200x100x5 mm;Klammeløsning;2;106;Rektangulære rør koldvalsede;0,3450;;2;16;8
200x100x5 mm;Klammeløsning;3;177;Rektangulære rør koldvalsede;0,5450;;2;16;16
200x100x5 mm;Klammeløsning;4;212;Rektangulære rør koldvalsede;0,6900;;0;0;32
200x100x5 mm;Bjælkeprofil eller PDP profil;1;320;Rektangulære rør koldvalsede;0,3200;2;2;48;
200x100x5 mm;Bjælkeprofil eller PDP profil;2;117;Rektangulære rør koldvalsede;0,3950;1;2;32;
200x100x5 mm;Bjælkeprofil eller PDP profil;3;198;Rektangulære rør koldvalsede;0,6450;2;2;48;
200x100x5 mm;Bjælkeprofil eller PDP profil;4;254;Rektangulære rør koldvalsede;0,8900;4;0;64;
200x100x6 mm;Klammeløsning;1;187;Rektangulære rør koldvalsede;0,2220;;2;16;16
200x100x6 mm;Klammeløsning;2;90;Rektangulære rør koldvalsede;0,3450;;2;16;8
200x100x6 mm;Klammeløsning;3;149;Rektangulære rør koldvalsede;0,5450;;2;16;16
